abandon   5234
not   21, 30, 49, 60, 94, 112, 159, 165, 171, 179, 190, 191, 224, 225, 231, 238, 241, 243, 248, 266, 273, 274, 291, 308, 381, 387, 388, 392, 399, 407, 444, 505, 525, 633, 659, 703, 948, 950, 1056, 1088, 1167, 1219, 1298, 1349, 1395, 1602, 1626, 1689, 1769, 1787, 1833, 1834, 1836, 1858, 1861, 1896, 1905, 1925, 1927, 1956, 1999, 2076, 2122, 2125, 2137, 2175, 2222, 2256, 2280, 2375, 2378, 2410, 2429, 2442, 2448, 2458, 2497, 2607, 2614, 2618, 2654, 2659, 2666, 2668, 2686, 2733, 2751, 2757, 2772, 2774, 2778, 2787, 2851, 2854, 2861, 2866, 2915, 2954, 2955, 2968, 2985, 2986, 2997, 2999, 3020, 3023, 3033, 3035, 3053, 3059, 3085, 3089, 3098, 3100, 3107, 3123, 3127, 3209, 3258, 3262, 3372, 3400, 3417, 3427, 3480, 3515, 3519, 3523, 3592, 3598, 3661, 3692, 3715, 3738, 3762, 3787, 3837, 3856, 3889, 3910, 3933, 3948, 3950, 3951, 3956, 3958, 3959, 4021, 4056, 4097, 4100, 4134, 4216, 4360, 4389, 4391, 4400, 4418, 4464, 4482, 4483, 4484, 4485, 4611, 4630, 4664, 4863, 4871, 4906, 5019, 5024, 5032, 5045, 5052, 5053, 5058, 5062, 5156, 5162, 5169, 5173, 5209, 5211, 5216, 5230, 5284, 5296, 5305, 5310, 5320, 5321, 5328, 5331, 5339, 5340, 5353, 5362, 5366, 5370, 5375, 5405, 5408, 5415, 5419, 5424, 5433, 5439, 5449, 5477, 5498, 5502, 5511, 5533, 5544, 5548, 5551, 5554, 5589, 5597, 5606, 5611, 5630, 5637, 5641, 5650, 5697, 5719, 5728, 5741, 5744, 5749, 5760, 5815, 5845, 5849, 5870, 5885, 5902, 5908, 5912, 5915, 5918, 5927, 5931, 5937, 5957, 5964, 5967, 5971, 6000, 6009, 6032, 6040, 6047, 6068, 6071, 6075, 6085, 6110, 6130, 6147, 6172, 6174, 6183, 6192, 6197, 6223, 6243, 6247, 6248, 6263, 6278, 6286, 6289, 6301, 6307, 6309, 6335, 6336, 6351, 6365, 6368, 6398, 6403, 6415, 6416, 6418, 6439, 6448, 6449, 6450, 6460, 6522, 6524, 6530, 6533, 6545, 6576, 6580, 6584, 6592, 6620, 6624, 6634, 6638, 6668, 6707, 6710, 6723, 6726, 6728, 6730, 6733, 6751, 6761, 6787, 6794, 6805, 6865, 6903, 6915, 6927, 6984, 6994
note   30, 95, 291, 319, 352, 763, 805, 837, 908, 1631, 1650, 1789, 1794, 2041, 2095, 2181, 3465, 3664, 3692, 3705, 3725, 4974
noted   29, 85, 293
notes   66, 160, 584, 736, 1030, 1244, 1249, 1264, 1378, 1461, 1609, 2029, 3354, 3785
nothing   806, 1960, 2124, 3018, 3590, 4047, 5060, 5324, 5503, 5606, 5950, 6033, 6125, 6197, 6342, 6420, 6600, 6626, 6644, 6710, 6763, 6986, 6988
notice   5371, 6774
noticeable   189, 279
notion   3082
notorious   88, 6369
notti   1555
nought   2423, 2699, 6399
nova   1531
novelties   2177
november   315
novo   1497
now   33, 141, 382, 448, 517, 569, 656, 703, 735, 781, 849, 854, 941, 990, 997, 1058, 1465, 1675, 1864, 1865, 1870, 1918, 1995, 2015, 2024, 2025, 2075, 2080, 2087, 2125, 2130, 2135, 2249, 2288, 2298, 2307, 2320, 2329, 2337, 2366, 2390, 2411, 2421, 2435, 2487, 2598, 2600, 2925, 2926, 3065, 3068, 3123, 3231, 3305, 3341, 3512, 3558, 3559, 3632, 3652, 3775, 3844, 3991, 4024, 4039, 4040, 4344, 4352, 4431, 4482, 4486, 4527, 4528, 4584, 4638, 4651, 4846, 4880, 4954, 4965, 5074, 5091, 5135, 5153, 5186, 5272, 5295, 5305, 5312, 5352, 5388, 5461, 5465, 5474, 5483, 5543, 5592, 5618, 5663, 5702, 5784, 5867, 5872, 5873, 5877, 6034, 6097, 6158, 6233, 6245, 6252, 6259, 6326, 6406, 6500, 6501, 6512, 6556, 6637, 6655, 6658, 6674, 6764, 6770, 6827, 6829, 6904, 6925, 6967, 6973
null   6091
number   927, 1078, 1729, 2364, 6490, 6929
numberd   6704
numberless   1279
numbers   1022, 1077, 6008, 6672
numbring   3652
numerous   4105
numming   3156
numness   5710
nun   1303
nuptial   5514, 6378, 7008
nuptiall   2009
nuptials   6187
nurs   2240
nurse   1716, 2625, 3570, 6714, 6715
nursing   6079
nursling   5776
nurst   1848
nurture   5490
nut   1210
nymph   1135, 1146, 2195, 2260, 2452, 2677, 3127
nymphes   3198
nymphs   1293, 1409, 1665, 1703, 1774, 1878, 2333, 3136, 3190
oak   1715, 6299
oake   1407
oate   1918
oaten   1859, 2592
obedience   869, 902
obedient   1099
obey   6047, 6052, 6585
obeying   6902
object   222, 5698, 5707
objects   5184
oblig   2086
obligations   2118
obliging   2174
oblivion   4827
obloquie   5583
obnoxious   5219
obscur   5832
obscure   5420, 5711
obscured   2810
obscurely   6872
obsequie   6997
observe   4110, 4387
observed   262, 2116
obstriction   5436
obtain   5963, 6064
obtruding   3056
obvious   70, 5208
occasion   1822, 1830, 2073, 2297, 5343, 5357, 5553, 5555, 6530, 6981
occasionally   52
occasions   358, 6857
occhi   1484, 1538, 1543, 1554
occostandosi   1509
occur   30
occurs   198, 242, 265, 2034
ocean   516, 2001, 3305, 3766, 4962
oceanus   3175
octavo   18
octobers   3245
odds   1689
ode   28, 456, 3466, 3619
odes   2123
odious   4809, 4810
odiously   4880, 6025
odorous   746, 1625, 1726, 3322, 5864
odours   455, 2319, 3008, 3624, 6146
oeconomy   5061
off   1062, 1346, 1402, 1720, 1909, 1924, 2077, 2240, 2288, 2361, 2448, 2711, 2738, 2929, 3099, 3206, 3495, 3975, 4494, 4520, 5139, 5538, 5587, 5653, 5784, 5912, 6336, 6504, 6508, 6522, 6535, 6547, 6552, 6594, 6608, 6629, 6992
offence   2159, 5649, 5916, 6166, 6402
offend   6535, 6634
offended   1293, 4215, 5649
offer   195, 296, 2081, 2565, 2997, 4060, 5519, 6447, 6449
offerd   5367, 5650
offering   186, 5472, 6330
offerings   4060
offers   2946
office   1060, 2295, 3220, 3486, 6079
officer   5087, 5089, 5107, 6501
officers   2437
offring   2270
oft   1163, 1235, 1299, 1318, 1335, 1343, 1345, 1359, 1393, 1712, 1856, 2475, 2566, 2624, 2714, 2726, 2763, 2843, 2905, 3146, 3328, 3628, 3787, 4903, 5271, 5333, 5389, 5511, 5714, 5826, 5836, 5848, 5907, 5962, 6171, 6227, 6303, 6482, 7011, 7015
often   527, 1184, 1699, 2078, 2155, 3797, 5479
oftest   6194
ogni   1476
oil   746, 2418
oils   3143
oke   1332
okes   1192, 2020
old   19, 58, 69, 140, 590, 657, 1047, 1078, 1207, 1445, 1642, 1776, 1862, 1881, 1992, 2152, 2239, 2251, 2694, 2790, 3125, 3155, 3181, 3238, 3551, 3578, 3736, 3819, 3853, 3908, 4147, 4224, 4386, 4518, 4964, 5080, 5253, 5262, 5452, 5459, 5711, 5844, 6080, 6251, 6662, 6714, 6715, 6770
older   52, 6716
olive   491
olympus   3448
omen   6126
ominous   2267
omission   63, 5835
omit   2125, 5744
omitted   2095, 2181, 3356, 5056
once   264, 265, 272, 398, 428, 600, 781, 832, 897, 939, 946, 1130, 1635, 1825, 1962, 2280, 2380, 2919, 3125, 3457, 3459, 3521, 3552, 3577, 3820, 3996, 4077, 4880, 5135, 5314, 5460, 5496, 5776, 5849, 5889, 6037, 6088, 6167, 6201, 6354, 6637, 6699, 6846, 7059
onde   1481, 1515
one   19, 28, 35, 59, 160, 246, 286, 334, 524, 923, 1049, 1071, 1090, 1217, 1341, 2051, 2151, 2300, 2346, 2743, 2857, 3109, 3400, 3585, 3655, 3756, 4058, 4499, 4549, 4588, 5234, 5386, 5476, 5699, 5792, 5943, 6132, 6180, 6181, 6211, 6428, 6648, 6681, 6751, 6778, 6898
onely   39, 177, 955, 1104, 2125, 2154, 2339, 3062, 3889
ones   405, 4042
only   18, 165, 286, 478, 3529, 3559, 3767, 4602, 4603, 5045, 5051, 5062, 5385, 5519, 5591, 5695, 5719, 5760, 5773, 5831, 6014, 6067, 6299, 6373, 6915, 6920, 6942, 7007
onward   3936, 5114
oose   3605
oozy   595, 2008
ope   2220, 2908
open   628, 4115, 5076, 6352
opening   1852
openly   2076, 5527
opes   1942
opinion   395, 4930
opium   5773
opportunity   2651
oppose   4253, 6013
opposing   2876
opposition   6214
oppress   5351
oppressour   6467
oppressours   5352
opprest   6464
oracle   2162
oracles   665
orbs   528, 3931, 5732
ordain   4390, 5490
ordains   3804
order   11, 343, 793, 4467, 5143, 6669, 6869, 6958
orders   5816
ordinary   2175
ore   1174, 1288, 2003, 3015, 3248
oreb   4522
orecchi   1484
oreechi   1539
organ   604, 1433
orient   2271
original   138, 4281
orl   4883
ornament   6189, 6309
ornate   5856
oro   1530
orpheus   1255, 1377, 1886
orus   716
osi   1511
osier   3201
oth   2701
other   29, 35, 42, 43, 170, 218, 234, 287, 289, 758, 1195, 1947, 2007, 2278, 2301, 2313, 2890, 2977, 3124, 3257, 3284, 3462, 3804, 4335, 4471, 4698, 5009, 5017, 5035, 5086, 5218, 5325, 5367, 5516, 5733, 5867, 5917, 6027, 6071, 6132, 6269, 6424, 6445, 6497, 6761, 6870, 6904
others   1896, 2074, 3590, 3797, 5018, 5191, 5964, 6258, 6374, 6688
otherwise   2302, 2560, 5731
oughly   2990
ought   85, 1388, 1951, 6026
oughtst   5453
ounce   2277
our   158, 230, 383, 386, 391, 404, 427, 429, 600, 601, 611, 636, 654, 737, 820, 824, 832, 852, 855, 868, 883, 1005, 1019, 1025, 1287, 1670, 1671, 1822, 1855, 1862, 1985, 1991, 2111, 2124, 2128, 2178, 2338, 2355, 2364, 2587, 2589, 2597, 2657, 2748, 2781, 3106, 3195, 3270, 3482, 3485, 3524, 3658, 3691, 3697, 3737, 3796, 3839, 3851, 3888, 3899, 4245, 4272, 4295, 4374, 4375, 4385, 4582, 4586, 4622, 4630, 4649, 4660, 4661, 4753, 4758, 5278, 5433, 5479, 5487, 5553, 5554, 5692, 5783, 5811, 5923, 6008, 6046, 6365, 6368, 6508, 6519, 6601, 6608, 6609, 6610, 6611, 6627, 6645, 6778, 6779, 6936, 7047, 7051, 7059
ours   3660
out   78, 81, 168, 199, 460, 599, 645, 731, 814, 1078, 1082, 1087, 1115, 1221, 1223, 1250, 1359, 1440, 1903, 2021, 2024, 2131, 2252, 2289, 2350, 2401, 2548, 2648, 2649, 2882, 2912, 2943, 3113, 3235, 3528, 3588, 3846, 4144, 4183, 4248, 4250, 4293, 4322, 4340, 4401, 4410, 4415, 4467, 4763, 5018, 5146, 5534, 5569, 5674, 5680, 5720, 5896, 5910, 6032, 6276, 6300, 6339, 6459, 6527, 6713, 6821, 6967, 7041
outcry   6750
outlasted   3389
outrageously   4487
outward   2715, 3929, 5274, 6189, 6580, 6582
ove   1548, 1573
over   302, 373, 768, 835, 1308, 1347, 1725, 2161, 2444, 2607, 3027, 4073, 4329, 4840, 5197, 5235, 5388, 5534, 5557, 5887, 6032, 6219, 6485, 6528, 6765, 6850, 6893, 7062
overcome   5493
overjust   5648
overmuch   5331
overply   3937
oversight   21
overtake   826, 4180, 7053
overtask   2550
overthrown   1050, 5594, 6962
overturns   5678
overween   1621
overwhelm   6803
owe   2125, 6623
owles   3673
own   26, 87, 92, 101, 224, 235, 272, 383, 391, 922, 968, 1385, 1789, 2075, 2085, 2142, 2160, 2622, 2629, 2633, 2674, 3014, 3024, 3295, 3461, 3763, 4117, 4153, 4424, 4425, 4931, 5014, 5028, 5158, 5191, 5305, 5335, 5336, 5425, 5428, 5432, 5438, 5637, 5970, 5995, 6039, 6051, 6129, 6155, 6461, 6484, 6841, 6848, 6904, 6944, 6947
owners   6455
owns   6336
oxe   2530
oxford   298, 2130
oxon   3466
pace   816, 2361, 3177, 5223, 7043
pacing   2313
packing   3847
packt   3516
page   319, 352, 1794, 2041, 3654, 4974
pageantry   1238
pagliano   2153
paid   3073, 5562, 6703, 6827
pain   2980, 5760
painful   5843
pains   301, 5218, 5617, 5634, 5715, 5758
pair   879, 2458
paird   5325
palace   628, 2220, 2943
palaces   4529
palat   393
pale   672, 680, 1000, 1393, 1428, 1975, 2579, 3817, 4819
palestin   5258
palestine   700, 6272
pall   1370
pallat   2560
palm   7000
palmers   2408
palms   892, 3230
pamper   3067
pamphlet   382
pan   548, 2395, 2491
pancies   3154
pangs   871, 984, 5804
panope   1929
pans   1784
pansie   1976
papers   401
parables   5633
paradise   12, 13, 88, 157, 244, 257, 262, 275, 277, 282, 286, 293, 1790, 4975
paraeus   5021
parallel   2124
paramour   474
paranymph   6184
parching   1837
parco   1479
pard   2699
pardon   3511, 4685, 5656, 5885, 5920, 5963, 5975, 6351
parents   2086, 5138, 5339, 6038, 6714
paris   2137
parl   5934
parlament   1639
parli   1482
parliament   3831, 3848
parlies   5532
parly   2463
parole   1535, 1549
parricide   5982
part   570, 1037, 1620, 1658, 2121, 2176, 3500, 3501, 4050, 5161, 5185, 5206, 5523, 5524, 5825, 5893, 6220, 6401, 6415, 6675, 6687, 6707
partak   3037
partake   6678
parte   1551, 1572
parted   2262, 3710, 4792, 6669, 6984
parthenope   3186
participate   6736
particular   6855
parting   681
partners   5959
parts   2110, 2278, 2721, 5209, 5767, 6917
pass   616, 2285, 2652, 2685, 2813, 3549, 3581, 4392, 4576, 4788, 5574
passage   100, 227, 234, 1821, 2146, 3528, 5753
passages   218, 277, 4855
passed   22
passes   1628, 1846, 5043
passing   3544, 6682
passinger   2245
passion   720, 1313, 6168, 7024
passions   5011, 5013
past   1964, 2541, 4879, 5135, 5234, 5829, 5960, 6067, 6231
pastimes   2334
pastoral   1660, 2592
pastorella   1492
pastures   2027
path   2542
pathles   1342
paths   2243, 2843, 4271
patience   3297, 3494, 3761, 5798, 5903, 6482, 6491
patient   6884
patrimony   6708
patroness   767
paul   3843, 5019
pauls   348, 2063
pause   128, 220, 3800
pauses   5053
pav   3193
pavillions   4022
paw   1959, 3900
pay   5622, 6388
paying   5562
peace   430, 490, 496, 513, 829, 964, 1230, 1317, 1847, 2607, 2616, 3593, 3891, 3897, 3912, 3921, 4059, 4077, 4175, 4483, 4622, 4640, 4642, 4652, 4918, 5173, 6125, 6213, 6238, 6241, 6243, 6537, 6667, 7023, 7056
peaceful   5853
peacefull   511, 1440
peal   5354
pealing   1433
peals   6060
pearl   3677
pearled   3137, 3407
pearls   959
peculiar   400, 694
peculiarities   84
peece   2120
peeces   384, 398
peep   2353
peer   1833, 2237
peering   617
peerles   1745
pellegrina   1532
pelops   1371
pen   2079, 2591, 2768
penal   5642
penance   5885
penitent   5636, 5902, 5909
penseroso   61, 1270
pensieri   1513, 1565, 2160
pensioners   1282
pensive   783, 1303, 1979, 2637
pent   4811, 6908
penuel   5400
penurious   3022
people   1280, 4028, 4198, 4406, 4418, 4426, 4490, 4615, 4632, 4640, 4965, 5039, 5088, 5125, 5441, 6337, 6641, 6698, 6770, 6862, 6881
peoples   4307, 5825
peor   698
per   1520, 1543, 1546, 4990
perceiv   6385
perceive   2280, 2837
perceiving   5526
perche   1509, 1510, 1519
perched   6957
percuoton   1545
perdition   3483, 4822
perditus   2057
perfect   655, 740, 901, 971, 2034, 2035, 2279, 2422
perfectly   828
perfet   1911, 2033, 2036, 6102
perficiens   4991
perfidious   1930
perform   3486, 6254, 6402, 6887, 6902
performance   2075
perfume   5864
perfumes   2830
perhaps   75, 394, 550, 1189, 1580, 1989, 2448, 2518, 2600, 5225, 5226, 5642, 5841, 5961, 6134, 6248, 6495, 6554, 6631, 6634
perill   2246
perilous   2018, 2679, 5953
period   2861
perish   3995, 4354, 5820, 6743
permit   1349, 3622
permitted   305, 6338, 6723
pernicious   6618
perpetual   430, 2735
perplex   2243
perplexities   5428
persecute   4222
persisted   5370
person   2075, 2656, 3824, 5032, 5144, 6002, 6392, 6395
personification   59
persons   1659, 2188, 2197, 5038, 5087, 5101
persue   4843
persues   6784
perswade   3427, 5726, 6723
perswaded   5090
perswasion   5802
pert   2331
perusal   408
perverse   5884
pervert   4452
peso   1501
pester   2213
pestilence   3484
pet   1808, 3017
petition   5793
petrarca   4872
petto   1552
petty   3241, 5664, 6407
pfectly   7055
phantasie   883
philistia   4755
philistian   5085, 5152, 5155, 5334, 5614, 5866, 5981, 6584, 6916, 6979
philistims   4508
philistine   5358, 6272
philistines   5372, 5564, 5717, 5957, 6372, 6376, 6573, 6758
philistins   5083, 5097
phillips   3857
phillis   1196
philomel   1328
philosopher   5029
philosophers   5017
philosophy   2732
phoebus   756, 1906, 2272, 2409, 3699
phrase   2111
phrenzie   6938
phylacteries   3850
physic   5015
piano   1560
pianta   1504
pick   6527
picture   3637
pide   1185
pidgeons   2062
piemont   3732
piemontese   3740
pierce   872, 882, 1248, 6819
piety   6152
pile   6237
piled   1014, 3546
pilfering   2774
pillar   2874
pillared   125
pillars   1430, 6867, 6891, 6894, 6909
pilot   1940, 5315, 6208
pilots   2550
pin   2213
pincht   1213
pindarus   1604
pine   1407, 4674
pines   2403, 3065
pink   1976
pinks   3154
pious   6113
piovose   1555
pip   3126
pipe   2292, 2392
pipes   1955, 6877
piping   1398
pit   4228, 4229, 4789, 4800
pitch   4022, 5283
piteous   3139
pitied   5707
pittie   3431
pity   1623, 4040, 4136, 4680, 5010, 5963
piu   1535
plac   2377, 4745, 4869
place   31, 101, 190, 201, 246, 1350, 1783, 2372, 2420, 2544, 2569, 2844, 3255, 3413, 3450, 3529, 4324, 5077, 5093, 5130, 5375, 5459, 6065, 6256, 6293, 6568, 6790, 6885, 7017
places   59, 2033
plague   1044
plaid   3136
plain   3628, 4521, 6450, 6474
plaining   791
plainly   60, 64, 2123
plains   3126
plaint   689
plaints   3438
planet   1368, 1722
plant   1907, 2903, 4323, 5490, 6999
planted   3954, 4349
plants   1718
plat   1345
plated   5254
plato   1361
play   1207, 1929, 2540, 3281, 4314, 5088, 5863, 6543, 6670, 6942
players   6524
playing   1129, 1880
plea   1920, 5984, 5994
plead   5551, 5983
pleas   5338, 5645, 6052
pleasant   3625, 4381, 4558
please   394, 1227, 1596, 1612, 3010, 5028, 6048
pleases   5435
pleasing   2483, 2800, 2820, 6171
pleasure   561, 1322, 2156, 2283, 3521, 5669
pleasures   1150, 1179, 1447, 2961
pledge   1938, 5507, 5670, 6322
pledges   879
plenteous   4074
plenty   3014, 4660
plight   740, 1329, 2620, 5612, 6994
plighted   2540
plot   5060
plots   3847, 3973, 4491
plough   3891
plowman   1173
pluck   954, 1827, 4338
plucking   2535
plumes   2626, 3026
plummets   816, 7043
pluralitie   3836
plutarch   5017
pluto   1259, 1379
ply   3046
poast   3472
poco   1539, 1552
poem   161, 244, 260, 2073, 2100, 4983, 5005, 5046, 5052
poems   10, 11, 12, 18, 76, 90, 94, 285, 287, 323, 356, 387, 405, 416, 2129, 3378, 5009
poet   86, 90, 234, 284, 1032, 1606, 4988
poetical   1
poetry   8
poets   1239, 2789, 5018, 5036, 5064
poi   1552, 1561
point   75, 81, 83, 92, 142, 545, 2546, 6745
pointed   3716
pointing   78
pointless   23
poise   2662
poison   2800
pole   768, 2312
poles   3538
politician   6379
pollute   482
pomp   1027, 1237, 5485, 5566, 5580, 6510
ponas   1807
poor   747, 2114, 2840, 4457, 4460, 4674, 5494
poorest   6705
pope   4864
poplar   680
popol   1499, 1569
popular   5129, 5564
populous   4020
por   3652
porch   3142
porcupines   6315
pore   5210
port   2536
portal   3509
portamenti   1533
portend   1463, 5731
portion   16
portrature   1421
possa   1483
possess   1278, 1648, 4475, 5387
possession   3986, 6020
possest   6167
possible   70, 247, 276, 5623, 5920
post   3766, 5261, 6777
posterity   6136
postscript   2170
potent   2478, 5557
potion   2274
pots   4396
potters   3990
pourd   178
poverty   4867, 5841
pow   5680
power   182, 601, 694, 881, 1367, 1375, 1464, 1606, 2237, 2371, 2692, 2863, 2970, 3079, 3099, 3120, 3161, 3423, 3598, 3972, 4205, 5010, 5191, 5300, 5560, 5892, 5947, 6091, 6165, 6218, 6328, 6470, 6578, 6622
powerful   3214, 5940, 6013
powers   844, 1293, 5372, 6286, 6373
powr   1714, 6032
powre   3006, 3917
poysnous   5911
poyson   2253
practical   162
practice   5227
practiz   2551
prae   4834
praefixed   3472
praevent   2847
prai   4040, 4151
praier   4584, 4780, 4830
praiers   4690, 5654
praire   4307
praise   208, 928, 1292, 1646, 1676, 1745, 1905, 2395, 2495, 3073, 3299, 3695, 3867, 4143, 4235, 4247, 4573, 4712, 4758, 4818, 4917, 5550, 6629, 6882
praises   3895, 5289, 5566, 5581
praising   3005
pranckt   3056
praxeos   4989
pray   3519, 4066, 4092, 4673, 4695, 5479, 5480, 6898
prayer   5721, 5792
prayers   4096, 5487, 5521, 6120
preaching   6010
precedes   222
precepts   3004
precious   3015, 5673
predicament   3560
predicaments   3564
prediction   5157
preface   5, 6795
prefer   6587
preferr   6183
preferring   5595, 6935
prefixed   164, 387
pregnant   803
prelate   3834
prepare   4324, 4378
preparing   297
presage   3579, 6602
presaging   960
presbyter   3853
prescrib   5143
prescript   5432
presence   3266, 4780, 5089, 5141, 6520
present   445, 883, 2296, 2522, 3086, 3493, 3758, 5134, 6256, 6591, 6668
presented   1658, 2044, 2185, 2197
presenting   76, 399, 1371, 3275
presentments   2372
presents   3290
preserv   4633, 6321
preserve   4676
preserved   85, 94
president   1635, 2051, 3275
press   22, 90, 98, 298, 300, 4805, 6005
pressed   80
prest   1096
presum   5593, 6393
presume   6335
presumption   2686
presumptuous   6767
presumptuously   5631
pretence   2376, 6380
pretend   5330
pretended   2569, 6025
pretexts   6053
prethee   2785, 2895
pretious   524, 3150, 3225
prevail   1055, 6020
prevailing   5887
prevails   5805
prevent   456, 2172, 3582, 3761, 4831, 5377
prevented   2518, 6276
preventive   3849
prey   2808, 2848, 4312, 5381, 5756, 5838
pria   1547
prickles   2913
pride   953, 2686, 3058, 3421, 4526, 5408, 5667
priest   672, 745, 3699, 3853, 6008, 6639
priests   2349, 6687, 6914
primavera   1495
prime   1616, 1832, 2526, 5183, 5198, 5353, 5517
primrose   1000, 1974, 2964, 3388
prince   512, 1290
princely   1706, 2240
princeps   27
princes   347, 2568, 3972, 4471, 4523, 4525, 6002
principal   2131
principl   5908
principle   169
principles   1080
print   61, 449, 1759
printed   9, 11, 95, 104, 144, 188, 244, 330, 342, 346, 372, 2061, 2130, 3844, 3858, 4995
printer   87, 102, 168, 267, 300
printers   9, 69, 300
printless   3207
pris   6504, 6684
prise   1232
prison   2479, 5074, 5112, 5119, 5267, 6077, 6340, 6706
prisoner   5120, 5957
private   336, 381, 6019, 6392, 6395, 6689
privie   2053
priviledge   2136, 5217
privy   1959
prize   4046
probable   269
probably   78, 136, 909, 2031, 3372
proceed   5741
proceeds   1918
proclaim   5082, 5565, 6859
proclaims   6131
procure   5081, 5094
prodigious   6254
produc   5058
produce   6552
producing   2080
prof   82, 91, 108, 120, 131, 144
profan   5506
profane   46, 3078
profaner   1412
profest   5514, 6036
profit   6455
profitable   5009
profound   4800
profuse   1674
progenie   3675
progress   308
prologue   5040
prolongs   562
promisd   5778
promise   5151, 5901
promising   2082
promontory   1924
prompt   2448, 3670
prompted   5442
prompting   5552
prone   4684, 6683
pronoun   187, 200, 219, 263
pronounc   3796
pronounces   1912
pronouncing   5411
pronouns   171, 174, 243
proof   302, 307, 1430, 1763, 5248, 5661, 6323, 6512, 6700, 6863
proofs   224
propagation   3885
propense   5586
property   2724, 3596
prophane   48, 5837, 6571
prophecy   5605
prophet   778
prophetic   672, 1446
propitious   1460
proportion   2573, 3070
proportiond   5326
propos   5415, 6384, 6695
proposal   5620
proposalls   3884
prose   385, 3601, 3615, 4855
prosecute   5085, 5745, 6049
prospective   3580
prosper   3957
prosperous   2493, 5308
prostituting   6567
prostrate   4779
protect   1597
protection   4167, 6039
proud   2239, 3892, 4322, 4488, 4720, 4752, 5251, 5473, 6237, 6686
proudly   4431, 5168
prov   4620
prove   155, 960, 1071, 1563, 2336, 2868, 6363, 6456, 6618
proverbd   5320
proves   5177, 5479, 6201, 6829
provide   2406
providence   2572, 4253, 5814, 6785
proving   5346
provision   3062
provok   5597, 5786
provoke   5357
provost   392
prowess   5408, 6271
psal   3945, 3967, 4001, 4032, 4086, 4131, 4161, 4242, 4285, 4371, 4445, 4480, 4553, 4607, 4669, 4739, 4773
psalm   24, 67
psalms   893, 4279
psaltry   4380
psyche   3334
public   3877, 3878, 4916, 6018, 6151, 6501, 6512, 6610, 6876
publick   5087, 5089, 5107, 6528
publike   2080
publish   342, 5631, 5926
published   98, 282, 3856
puer   3620
puissant   1730
pull   1062, 1213, 5260, 6848, 6887
pulld   6919
pulse   3017
punctuation   69, 140
punishment   5542, 5622, 5638, 5846, 6410
puo   1537, 1544
